date,h_team,h_obp,h_slg,h_k_rate,h_bb_rate,v_team,v_obp,v_slg,v_k_rate,v_bb_rate,home_win
20160821,TBA,0.335,0.51,0.24,0.074,TEX,0.348,0.443,0.162,0.103,1
20160821,ATL,0.325,0.418,0.169,0.096,WAS,0.364,0.501,0.175,0.089,1
20160821,CIN,0.366,0.465,0.198,0.098,LAN,0.342,0.474,0.227,0.071,0
20160821,COL,0.353,0.497,0.188,0.09,CHN,0.372,0.496,0.178,0.092,1
20160821,PHI,0.347,0.458,0.244,0.104,SLN,0.322,0.482,0.258,0.081,0
20160821,PIT,0.341,0.396,0.209,0.107,MIA,0.317,0.398,0.195,0.077,0
20160821,SDN,0.265,0.311,0.284,0.092,ARI,0.372,0.478,0.194,0.112,1
20160821,SFN,0.377,0.464,0.173,0.11,NYN,0.339,0.439,0.174,0.083,0
20160822,BAL,0.315,0.509,0.223,0.07,WAS,0.358,0.482,0.182,0.092,1
20160822,OAK,0.311,0.434,0.214,0.061,CLE,0.359,0.476,0.192,0.066,0
20160822,SEA,0.339,0.445,0.147,0.078,NYA,0.299,0.481,0.241,0.055,1
20160822,TBA,0.32,0.514,0.239,0.071,BOS,0.354,0.521,0.174,0.068,0
20160822,ARI,0.352,0.439,0.193,0.101,ATL,0.331,0.416,0.178,0.107,1
20160822,CIN,0.373,0.461,0.215,0.097,LAN,0.333,0.44,0.217,0.073,0
20160822,MIL,0.312,0.408,0.242,0.102,COL,0.366,0.538,0.196,0.087,1
20160822,PIT,0.344,0.404,0.196,0.103,HOU,0.361,0.516,0.207,0.09,0
20160822,SDN,0.281,0.361,0.287,0.091,CHN,0.363,0.504,0.175,0.082,0
20160823,BAL,0.303,0.505,0.23,0.066,WAS,0.356,0.483,0.192,0.097,1
20160823,CHA,0.312,0.398,0.213,0.065,PHI,0.349,0.443,0.243,0.102,1
20160823,MIN,0.298,0.357,0.227,0.079,DET,0.301,0.405,0.213,0.074,0
20160823,OAK,0.292,0.406,0.241,0.051,CLE,0.334,0.441,0.199,0.062,1
20160823,SEA,0.35,0.472,0.149,0.077,NYA,0.303,0.509,0.232,0.055,0
20160823,TBA,0.32,0.52,0.239,0.071,BOS,0.363,0.511,0.166,0.09,0
20160823,TOR,0.322,0.478,0.297,0.075,ANA,0.286,0.351,0.203,0.08,1
20160823,ARI,0.36,0.454,0.194,0.098,ATL,0.336,0.445,0.189,0.111,0
20160823,CIN,0.379,0.48,0.193,0.104,TEX,0.333,0.443,0.181,0.092,1
20160823,LAN,0.354,0.509,0.2,0.073,SFN,0.37,0.454,0.176,0.105,1
20160823,MIA,0.317,0.406,0.195,0.074,KCA,0.337,0.469,0.182,0.077,0
20160823,MIL,0.323,0.401,0.213,0.119,COL,0.344,0.509,0.191,0.079,1
20160823,PIT,0.332,0.394,0.209,0.103,HOU,0.341,0.483,0.219,0.088,1
20160823,SDN,0.28,0.325,0.293,0.088,CHN,0.359,0.475,0.162,0.09,0
20160823,SLN,0.316,0.499,0.258,0.068,NYN,0.338,0.448,0.173,0.083,0
20160824,CHA,0.331,0.45,0.208,0.075,PHI,0.338,0.439,0.231,0.093,0
20160824,MIN,0.294,0.36,0.211,0.08,DET,0.321,0.424,0.209,0.079,0
20160824,OAK,0.298,0.418,0.245,0.059,CLE,0.315,0.421,0.21,0.068,1
20160824,SEA,0.339,0.45,0.167,0.076,NYA,0.303,0.501,0.231,0.059,0
20160824,TBA,0.324,0.517,0.242,0.065,BOS,0.362,0.49,0.185,0.095,1
20160824,TOR,0.329,0.485,0.272,0.081,ANA,0.291,0.344,0.186,0.086,0
20160824,ARI,0.357,0.463,0.201,0.09,ATL,0.338,0.424,0.192,0.108,1
20160824,CIN,0.373,0.456,0.2,0.113,TEX,0.312,0.383,0.184,0.089,0
20160824,LAN,0.363,0.53,0.211,0.08,SFN,0.382,0.467,0.174,0.111,1
20160824,MIA,0.32,0.412,0.201,0.069,KCA,0.33,0.446,0.177,0.081,1
20160824,MIL,0.321,0.383,0.226,0.13,COL,0.353,0.492,0.184,0.083,1
20160824,PIT,0.348,0.415,0.215,0.11,HOU,0.323,0.461,0.228,0.08,0
20160824,SDN,0.293,0.315,0.281,0.103,CHN,0.359,0.497,0.155,0.089,0
20160824,SLN,0.32,0.478,0.254,0.071,NYN,0.346,0.468,0.187,0.085,1
20160824,WAS,0.357,0.452,0.186,0.1,BAL,0.312,0.503,0.22,0.069,0
20160825,CHA,0.31,0.44,0.198,0.063,SEA,0.33,0.43,0.181,0.074,1
20160825,MIN,0.303,0.362,0.203,0.084,DET,0.312,0.435,0.206,0.07,0
20160825,TBA,0.333,0.519,0.238,0.068,BOS,0.336,0.438,0.206,0.091,1
20160825,TEX,0.297,0.36,0.17,0.085,CLE,0.306,0.412,0.218,0.062,1
20160825,TOR,0.332,0.465,0.257,0.082,ANA,0.326,0.41,0.186,0.085,0
20160825,ARI,0.377,0.511,0.193,0.093,ATL,0.351,0.423,0.206,0.122,0
20160825,LAN,0.345,0.504,0.221,0.085,SFN,0.365,0.443,0.16,0.094,0
20160825,MIA,0.305,0.371,0.202,0.07,KCA,0.334,0.436,0.183,0.085,0
20160825,MIL,0.322,0.388,0.236,0.128,PIT,0.333,0.421,0.215,0.089,0
20160825,SLN,0.341,0.519,0.244,0.07,NYN,0.346,0.475,0.189,0.087,0
20160825,WAS,0.366,0.46,0.2,0.096,BAL,0.33,0.534,0.209,0.067,1
20160826,BOS,0.337,0.42,0.213,0.097,KCA,0.322,0.42,0.195,0.092,0
20160826,CHA,0.308,0.428,0.201,0.058,SEA,0.327,0.431,0.184,0.074,0
20160826,DET,0.323,0.415,0.196,0.083,ANA,0.339,0.399,0.184,0.087,1
20160826,HOU,0.323,0.464,0.221,0.082,TBA,0.323,0.479,0.249,0.07,1
20160826,NYA,0.311,0.467,0.215,0.073,BAL,0.303,0.489,0.225,0.064,1
20160826,TEX,0.309,0.395,0.182,0.087,CLE,0.292,0.381,0.221,0.057,0
20160826,TOR,0.329,0.461,0.25,0.083,MIN,0.294,0.342,0.204,0.082,1
20160826,ARI,0.352,0.451,0.196,0.098,CIN,0.377,0.436,0.19,0.125,1
20160826,LAN,0.337,0.481,0.218,0.091,CHN,0.359,0.506,0.155,0.084,0
20160826,MIA,0.297,0.358,0.199,0.069,SDN,0.298,0.338,0.288,0.104,1
20160826,MIL,0.316,0.406,0.248,0.121,PIT,0.314,0.378,0.217,0.088,0
20160826,NYN,0.357,0.489,0.185,0.081,PHI,0.327,0.443,0.23,0.081,1
20160826,SFN,0.352,0.431,0.169,0.091,ATL,0.359,0.431,0.216,0.127,1
20160826,SLN,0.352,0.542,0.241,0.071,OAK,0.306,0.412,0.239,0.069,1
20160826,WAS,0.357,0.457,0.2,0.081,COL,0.34,0.457,0.188,0.089,1
20160827,BOS,0.344,0.419,0.224,0.086,KCA,0.317,0.441,0.202,0.088,1
20160827,CHA,0.307,0.412,0.203,0.062,SEA,0.311,0.427,0.215,0.065,1
20160827,DET,0.336,0.447,0.182,0.088,ANA,0.336,0.394,0.183,0.085,0
20160827,HOU,0.329,0.487,0.221,0.091,TBA,0.306,0.472,0.26,0.055,1
20160827,NYA,0.329,0.501,0.203,0.072,BAL,0.298,0.513,0.209,0.053,1
20160827,TEX,0.318,0.407,0.19,0.094,CLE,0.304,0.391,0.212,0.05,1
20160827,TOR,0.334,0.474,0.239,0.085,MIN,0.306,0.359,0.207,0.088,1
20160827,ARI,0.351,0.436,0.197,0.102,CIN,0.388,0.44,0.162,0.129,0
20160827,LAN,0.328,0.444,0.22,0.092,CHN,0.356,0.514,0.172,0.082,1
20160827,MIA,0.307,0.346,0.197,0.071,SDN,0.31,0.349,0.304,0.11,0
20160827,MIL,0.326,0.409,0.249,0.13,PIT,0.301,0.367,0.223,0.088,0
20160827,NYN,0.355,0.523,0.193,0.077,PHI,0.32,0.436,0.234,0.078,1
20160827,SFN,0.341,0.419,0.172,0.082,ATL,0.36,0.431,0.217,0.127,0
20160827,SLN,0.349,0.53,0.231,0.07,OAK,0.304,0.39,0.236,0.075,0
20160827,WAS,0.363,0.49,0.2,0.089,COL,0.326,0.441,0.202,0.085,0
20160828,BOS,0.338,0.42,0.219,0.088,KCA,0.324,0.43,0.206,0.092,0
20160828,CHA,0.327,0.467,0.189,0.064,SEA,0.305,0.425,0.205,0.069,1
20160828,DET,0.347,0.454,0.188,0.09,ANA,0.335,0.368,0.186,0.078,0
20160828,HOU,0.342,0.49,0.224,0.099,TBA,0.286,0.413,0.272,0.051,0
20160828,NYA,0.349,0.54,0.201,0.07,BAL,0.313,0.534,0.21,0.056,0
20160828,TEX,0.305,0.407,0.209,0.083,CLE,0.286,0.365,0.231,0.04,1
20160828,TOR,0.356,0.51,0.212,0.093,MIN,0.295,0.363,0.217,0.078,1
20160828,ARI,0.324,0.376,0.202,0.09,CIN,0.391,0.484,0.154,0.12,1
20160828,LAN,0.313,0.422,0.222,0.082,CHN,0.349,0.494,0.189,0.08,1
20160828,MIA,0.305,0.329,0.187,0.068,SDN,0.309,0.359,0.297,0.108,0
20160828,MIL,0.344,0.458,0.252,0.132,PIT,0.309,0.362,0.214,0.09,0
20160828,NYN,0.363,0.53,0.201,0.087,PHI,0.299,0.42,0.247,0.067,0
20160828,SFN,0.334,0.416,0.174,0.08,ATL,0.362,0.425,0.219,0.132,1
20160828,SLN,0.337,0.515,0.237,0.066,OAK,0.307,0.375,0.232,0.084,0
20160828,WAS,0.356,0.446,0.218,0.086,COL,0.343,0.455,0.205,0.094,0
20160829,ANA,0.324,0.379,0.195,0.069,CIN,0.373,0.476,0.172,0.105,1
20160829,BAL,0.299,0.474,0.222,0.061,TOR,0.356,0.52,0.2,0.097,0
20160829,BOS,0.339,0.422,0.218,0.088,TBA,0.303,0.452,0.255,0.051,1
20160829,CLE,0.275,0.333,0.232,0.046,MIN,0.273,0.346,0.212,0.062,1
20160829,DET,0.344,0.448,0.184,0.093,CHA,0.318,0.441,0.169,0.065,1
20160829,HOU,0.343,0.488,0.231,0.098,OAK,0.298,0.393,0.232,0.073,1
20160829,KCA,0.33,0.424,0.182,0.091,NYA,0.35,0.519,0.202,0.07,1
20160829,TEX,0.299,0.407,0.225,0.077,SEA,0.301,0.405,0.214,0.067,1
20160829,CHN,0.337,0.468,0.2,0.08,PIT,0.309,0.372,0.211,0.087,1
20160829,COL,0.336,0.452,0.206,0.086,LAN,0.314,0.396,0.233,0.086,1
20160829,MIL,0.326,0.447,0.267,0.109,SLN,0.334,0.506,0.226,0.064,0
20160829,NYN,0.354,0.5,0.211,0.085,MIA,0.311,0.332,0.172,0.07,1
20160829,PHI,0.308,0.407,0.239,0.072,WAS,0.345,0.466,0.225,0.072,0
20160830,ANA,0.33,0.428,0.196,0.065,CIN,0.365,0.472,0.165,0.098,1
20160830,BAL,0.289,0.431,0.223,0.06,TOR,0.355,0.518,0.189,0.104,1
20160830,BOS,0.343,0.421,0.22,0.094,TBA,0.309,0.453,0.244,0.049,0
20160830,CLE,0.278,0.32,0.218,0.048,MIN,0.283,0.35,0.209,0.065,1
20160830,DET,0.344,0.461,0.195,0.101,CHA,0.323,0.448,0.162,0.064,1
20160830,HOU,0.352,0.485,0.23,0.106,OAK,0.301,0.369,0.224,0.081,1
20160830,KCA,0.333,0.424,0.191,0.088,NYA,0.354,0.503,0.19,0.074,0
20160830,TEX,0.291,0.411,0.235,0.072,SEA,0.284,0.372,0.241,0.057,1
20160830,ATL,0.363,0.447,0.204,0.135,SDN,0.318,0.38,0.276,0.11,1
20160830,CHN,0.344,0.458,0.204,0.09,PIT,0.301,0.367,0.225,0.086,1
20160830,MIL,0.324,0.428,0.293,0.115,SLN,0.334,0.506,0.227,0.069,0
20160830,NYN,0.343,0.484,0.209,0.088,MIA,0.315,0.324,0.167,0.085,1
20160830,PHI,0.294,0.382,0.249,0.068,WAS,0.333,0.461,0.213,0.066,0
20160830,SFN,0.351,0.49,0.161,0.074,ARI,0.325,0.379,0.209,0.08,0
20160831,ANA,0.342,0.467,0.183,0.066,CIN,0.354,0.459,0.168,0.088,1
20160831,BAL,0.296,0.445,0.214,0.063,TOR,0.359,0.525,0.163,0.103,0
20160831,BOS,0.343,0.422,0.225,0.099,TBA,0.299,0.424,0.249,0.054,1
20160831,CLE,0.305,0.354,0.218,0.067,MIN,0.29,0.357,0.202,0.061,1
20160831,DET,0.364,0.494,0.173,0.107,CHA,0.342,0.477,0.163,0.071,1
20160831,HOU,0.323,0.438,0.215,0.101,OAK,0.281,0.323,0.239,0.075,1
20160831,KCA,0.318,0.431,0.201,0.079,NYA,0.354,0.467,0.199,0.08,0
20160831,TEX,0.3,0.412,0.228,0.069,SEA,0.282,0.332,0.249,0.061,1
20160831,ATL,0.378,0.445,0.193,0.139,SDN,0.29,0.384,0.299,0.093,1
20160831,CHN,0.338,0.451,0.2,0.094,PIT,0.3,0.368,0.203,0.084,1
20160831,COL,0.333,0.444,0.209,0.081,LAN,0.306,0.384,0.246,0.086,1
20160831,COL,0.343,0.467,0.21,0.08,LAN,0.311,0.391,0.24,0.084,0
20160831,MIL,0.321,0.418,0.296,0.121,SLN,0.331,0.497,0.255,0.068,1
20160831,NYN,0.356,0.51,0.218,0.101,MIA,0.288,0.311,0.174,0.071,1
20160831,PHI,0.276,0.355,0.264,0.062,WAS,0.316,0.422,0.213,0.068,0
20160831,SFN,0.33,0.455,0.147,0.072,ARI,0.308,0.37,0.199,0.073,1
20160901,MIN,0.301,0.387,0.217,0.068,CHA,0.329,0.471,0.17,0.071,1
20160901,ATL,0.39,0.45,0.188,0.147,SDN,0.272,0.353,0.313,0.089,1
20160901,CHN,0.332,0.443,0.195,0.102,SFN,0.321,0.44,0.151,0.075,1
20160901,NYN,0.354,0.484,0.203,0.105,MIA,0.29,0.312,0.182,0.07,0
20160902,BAL,0.305,0.435,0.202,0.07,NYA,0.356,0.461,0.185,0.088,1
20160902,CLE,0.319,0.38,0.195,0.077,MIA,0.302,0.324,0.182,0.078,1
20160902,KCA,0.292,0.37,0.207,0.083,DET,0.376,0.494,0.169,0.112,0
20160902,MIN,0.305,0.404,0.237,0.068,CHA,0.339,0.482,0.182,0.078,0
20160902,OAK,0.283,0.33,0.24,0.072,BOS,0.355,0.449,0.216,0.099,0
20160902,SEA,0.281,0.333,0.247,0.067,ANA,0.347,0.476,0.19,0.063,1
20160902,TBA,0.308,0.426,0.247,0.056,TOR,0.356,0.518,0.162,0.11,1
20160902,TEX,0.319,0.444,0.225,0.079,HOU,0.295,0.4,0.239,0.088,1
20160902,CHN,0.343,0.431,0.198,0.114,SFN,0.304,0.413,0.153,0.074,1
20160902,CIN,0.32,0.401,0.184,0.081,SLN,0.32,0.477,0.25,0.073,1
20160902,COL,0.358,0.499,0.207,0.081,ARI,0.315,0.39,0.21,0.069,1
20160902,LAN,0.32,0.407,0.222,0.093,SDN,0.277,0.387,0.281,0.081,0
20160902,NYN,0.367,0.503,0.191,0.111,WAS,0.31,0.418,0.207,0.064,0
20160902,PHI,0.251,0.321,0.257,0.053,ATL,0.394,0.446,0.175,0.142,0
20160902,PIT,0.317,0.384,0.216,0.097,MIL,0.312,0.388,0.307,0.124,0
20160903,BAL,0.313,0.462,0.204,0.069,NYA,0.351,0.452,0.184,0.091,1
20160903,CLE,0.334,0.382,0.187,0.095,MIA,0.301,0.337,0.19,0.075,1
20160903,KCA,0.304,0.37,0.193,0.08,DET,0.369,0.487,0.166,0.096,1
20160903,MIN,0.314,0.408,0.246,0.071,CHA,0.352,0.462,0.193,0.085,1
20160903,OAK,0.279,0.311,0.247,0.078,BOS,0.362,0.466,0.207,0.09,0
20160903,SEA,0.293,0.317,0.242,0.079,ANA,0.351,0.493,0.189,0.067,0
20160903,TBA,0.317,0.46,0.235,0.058,TOR,0.348,0.506,0.161,0.103,1
20160903,TEX,0.341,0.482,0.205,0.089,HOU,0.295,0.411,0.246,0.096,1
20160903,CHN,0.333,0.402,0.212,0.114,SFN,0.302,0.425,0.141,0.073,0
20160903,CIN,0.335,0.41,0.176,0.094,SLN,0.31,0.452,0.24,0.075,1
20160903,COL,0.367,0.489,0.189,0.088,ARI,0.333,0.413,0.2,0.08,0
20160903,LAN,0.301,0.339,0.246,0.087,SDN,0.275,0.352,0.293,0.086,1
20160903,NYN,0.352,0.474,0.19,0.11,WAS,0.306,0.406,0.203,0.053,1
20160903,PHI,0.248,0.306,0.257,0.058,ATL,0.394,0.431,0.175,0.139,0
20160903,PIT,0.327,0.387,0.204,0.103,MIL,0.303,0.375,0.316,0.115,0
20160904,BAL,0.307,0.457,0.199,0.073,NYA,0.344,0.412,0.191,0.09,0
20160904,CLE,0.356,0.412,0.171,0.102,MIA,0.298,0.333,0.187,0.08,1
20160904,KCA,0.314,0.389,0.19,0.085,DET,0.364,0.464,0.171,0.104,0
20160904,MIN,0.329,0.45,0.244,0.078,CHA,0.35,0.468,0.203,0.09,0
20160904,OAK,0.281,0.317,0.222,0.078,BOS,0.378,0.499,0.2,0.086,1
20160904,SEA,0.305,0.342,0.241,0.08,ANA,0.364,0.551,0.182,0.066,0
20160904,TBA,0.33,0.482,0.225,0.06,TOR,0.334,0.468,0.176,0.1,0
20160904,TEX,0.364,0.539,0.199,0.085,HOU,0.315,0.428,0.23,0.102,0
20160904,CHN,0.33,0.367,0.235,0.112,SFN,0.284,0.403,0.146,0.066,1
20160904,CIN,0.341,0.404,0.19,0.103,SLN,0.307,0.449,0.249,0.084,0
20160904,COL,0.373,0.512,0.196,0.09,ARI,0.328,0.393,0.189,0.082,0
20160904,LAN,0.293,0.325,0.237,0.089,SDN,0.271,0.346,0.29,0.088,1
20160904,NYN,0.363,0.484,0.189,0.115,WAS,0.299,0.397,0.215,0.056,1
20160904,PHI,0.236,0.314,0.256,0.058,ATL,0.386,0.438,0.17,0.141,0
20160904,PIT,0.33,0.376,0.198,0.11,MIL,0.31,0.391,0.301,0.108,0
20160905,CHA,0.345,0.479,0.209,0.084,DET,0.36,0.467,0.173,0.099,0
20160905,CLE,0.365,0.404,0.176,0.114,HOU,0.331,0.448,0.236,0.113,0
20160905,MIN,0.345,0.481,0.243,0.088,KCA,0.316,0.405,0.185,0.09,0
20160905,NYA,0.352,0.397,0.183,0.1,TOR,0.34,0.476,0.196,0.105,1
20160905,OAK,0.26,0.268,0.222,0.08,ANA,0.345,0.531,0.18,0.054,0
20160905,SEA,0.305,0.36,0.23,0.08,TEX,0.376,0.535,0.219,0.091,1
20160905,TBA,0.328,0.468,0.231,0.062,BAL,0.291,0.423,0.211,0.072,0
20160905,CIN,0.351,0.406,0.191,0.106,NYN,0.347,0.476,0.19,0.106,0
20160905,COL,0.37,0.516,0.205,0.084,SFN,0.277,0.389,0.162,0.066,1
20160905,LAN,0.311,0.34,0.229,0.101,ARI,0.337,0.408,0.18,0.079,1
20160905,MIA,0.304,0.36,0.206,0.08,PHI,0.241,0.302,0.275,0.06,0
20160905,MIL,0.311,0.407,0.282,0.11,CHN,0.333,0.339,0.221,0.12,0
20160905,PIT,0.321,0.36,0.187,0.11,SLN,0.275,0.396,0.266,0.085,0
20160905,SDN,0.269,0.357,0.3,0.074,BOS,0.378,0.486,0.19,0.09,1
20160905,WAS,0.282,0.37,0.208,0.051,ATL,0.379,0.433,0.169,0.139,1
20160906,CHA,0.34,0.472,0.222,0.081,DET,0.344,0.459,0.191,0.092,1
20160906,CLE,0.377,0.426,0.176,0.117,HOU,0.346,0.448,0.247,0.121,0
20160906,MIN,0.349,0.499,0.246,0.083,KCA,0.333,0.43,0.181,0.091,0
20160906,NYA,0.343,0.396,0.195,0.09,TOR,0.348,0.466,0.196,0.11,1
20160906,OAK,0.265,0.295,0.226,0.086,ANA,0.353,0.548,0.17,0.053,1
20160906,SEA,0.332,0.388,0.246,0.098,TEX,0.375,0.524,0.216,0.091,0
20160906,TBA,0.314,0.453,0.213,0.059,BAL,0.306,0.442,0.206,0.076,0
20160906,CIN,0.348,0.42,0.191,0.092,NYN,0.342,0.449,0.188,0.103,0
20160906,COL,0.377,0.532,0.189,0.089,SFN,0.26,0.367,0.169,0.06,0
20160906,LAN,0.332,0.415,0.23,0.099,ARI,0.312,0.343,0.2,0.083,1
20160906,MIA,0.281,0.346,0.213,0.066,PHI,0.242,0.287,0.271,0.066,0
20160906,MIL,0.313,0.417,0.28,0.106,CHN,0.337,0.327,0.202,0.116,1
20160906,PIT,0.326,0.389,0.192,0.102,SLN,0.287,0.4,0.259,0.086,0
20160906,SDN,0.27,0.355,0.289,0.073,BOS,0.375,0.49,0.207,0.087,0
20160906,WAS,0.291,0.381,0.21,0.062,ATL,0.377,0.436,0.16,0.131,1
20160907,CHA,0.33,0.425,0.235,0.083,DET,0.337,0.421,0.206,0.089,1
20160907,CLE,0.355,0.414,0.188,0.123,HOU,0.345,0.442,0.246,0.122,1
20160907,MIN,0.342,0.503,0.238,0.081,KCA,0.337,0.419,0.189,0.092,1
20160907,NYA,0.328,0.375,0.204,0.097,TOR,0.346,0.427,0.202,0.118,1
20160907,OAK,0.267,0.282,0.221,0.09,ANA,0.352,0.544,0.166,0.048,1
20160907,SEA,0.347,0.413,0.221,0.106,TEX,0.396,0.56,0.199,0.097,1
20160907,TBA,0.314,0.443,0.209,0.062,BAL,0.329,0.467,0.198,0.086,1
20160907,CIN,0.331,0.416,0.218,0.085,NYN,0.33,0.432,0.195,0.099,0
20160907,COL,0.374,0.52,0.19,0.092,SFN,0.258,0.355,0.167,0.063,1
20160907,LAN,0.335,0.418,0.219,0.093,ARI,0.312,0.362,0.213,0.078,1
20160907,MIA,0.281,0.352,0.222,0.074,PHI,0.254,0.295,0.268,0.068,1
20160907,MIL,0.324,0.457,0.27,0.093,CHN,0.33,0.36,0.192,0.111,1
20160907,PIT,0.33,0.404,0.187,0.095,SLN,0.299,0.459,0.251,0.081,1
20160907,SDN,0.26,0.349,0.281,0.054,BOS,0.373,0.497,0.205,0.098,0
20160907,WAS,0.293,0.37,0.218,0.059,ATL,0.38,0.455,0.16,0.123,1
20160908,CLE,0.375,0.429,0.171,0.13,HOU,0.331,0.441,0.242,0.106,1
20160908,NYA,0.302,0.341,0.215,0.091,TBA,0.327,0.454,0.227,0.069,1
20160908,SEA,0.353,0.439,0.223,0.108,TEX,0.395,0.552,0.185,0.102,1
20160908,PIT,0.323,0.414,0.202,0.084,CIN,0.332,0.37,0.237,0.094,1
20160908,SDN,0.256,0.347,0.279,0.046,COL,0.362,0.525,0.192,0.081,1
20160908,SLN,0.312,0.461,0.245,0.085,MIL,0.32,0.437,0.265,0.1,0
20160908,WAS,0.31,0.381,0.203,0.068,PHI,0.264,0.293,0.274,0.076,0
20160909,ANA,0.336,0.53,0.167,0.049,TEX,0.395,0.565,0.175,0.099,0
20160909,CHA,0.341,0.432,0.236,0.087,KCA,0.345,0.428,0.184,0.092,1
20160909,DET,0.342,0.43,0.206,0.089,BAL,0.327,0.447,0.196,0.091,1
20160909,HOU,0.334,0.468,0.232,0.107,CHN,0.325,0.364,0.189,0.107,0
20160909,MIN,0.342,0.532,0.245,0.074,CLE,0.388,0.466,0.162,0.136,0
20160909,NYA,0.309,0.368,0.199,0.093,TBA,0.323,0.451,0.243,0.067,1
20160909,OAK,0.283,0.309,0.224,0.094,SEA,0.371,0.457,0.221,0.117,0
20160909,TOR,0.332,0.399,0.212,0.114,BOS,0.366,0.48,0.211,0.099,0
20160909,ARI,0.317,0.353,0.203,0.082,SFN,0.278,0.385,0.166,0.064,0
20160909,ATL,0.38,0.454,0.175,0.115,NYN,0.344,0.473,0.194,0.1,0
20160909,MIA,0.29,0.376,0.218,0.067,LAN,0.339,0.416,0.234,0.104,1
20160909,PIT,0.34,0.414,0.197,0.093,CIN,0.333,0.356,0.227,0.094,0
20160909,SDN,0.272,0.37,0.287,0.056,COL,0.362,0.506,0.203,0.084,0
20160909,SLN,0.323,0.461,0.23,0.092,MIL,0.35,0.486,0.245,0.107,1
20160909,WAS,0.309,0.362,0.189,0.071,PHI,0.253,0.294,0.278,0.071,1
20160910,ANA,0.322,0.5,0.18,0.055,TEX,0.395,0.552,0.176,0.103,0
20160910,CHA,0.347,0.443,0.229,0.082,KCA,0.337,0.404,0.21,0.09,0
20160910,DET,0.357,0.45,0.21,0.091,BAL,0.316,0.433,0.194,0.088,0
20160910,HOU,0.325,0.457,0.232,0.098,CHN,0.301,0.334,0.191,0.101,1
20160910,MIN,0.342,0.544,0.243,0.078,CLE,0.389,0.473,0.167,0.137,1
20160910,NYA,0.326,0.387,0.196,0.113,TBA,0.332,0.471,0.246,0.071,1
20160910,OAK,0.273,0.28,0.225,0.09,SEA,0.369,0.473,0.219,0.117,0
20160910,TOR,0.316,0.337,0.234,0.106,BOS,0.379,0.512,0.207,0.096,1
20160910,ARI,0.329,0.384,0.204,0.09,SFN,0.268,0.312,0.178,0.081,0
20160910,ATL,0.394,0.448,0.178,0.122,NYN,0.346,0.477,0.186,0.102,1
20160910,MIA,0.293,0.391,0.219,0.055,LAN,0.339,0.431,0.245,0.1,0
20160910,PIT,0.356,0.421,0.177,0.095,CIN,0.345,0.367,0.206,0.098,0
20160910,SDN,0.276,0.356,0.279,0.064,COL,0.354,0.497,0.199,0.082,1
20160910,SLN,0.316,0.446,0.221,0.089,MIL,0.351,0.486,0.211,0.097,1
20160910,WAS,0.314,0.379,0.2,0.068,PHI,0.267,0.316,0.287,0.078,1
20160911,ANA,0.313,0.442,0.19,0.061,TEX,0.389,0.559,0.18,0.1,1
20160911,CHA,0.355,0.451,0.232,0.081,KCA,0.333,0.406,0.197,0.097,0
20160911,DET,0.351,0.431,0.204,0.088,BAL,0.338,0.477,0.192,0.1,0
20160911,HOU,0.331,0.448,0.246,0.105,CHN,0.298,0.318,0.204,0.108,0
20160911,MIN,0.336,0.527,0.24,0.083,CLE,0.367,0.424,0.151,0.128,0
20160911,NYA,0.31,0.388,0.196,0.11,TBA,0.328,0.464,0.253,0.063,0
20160911,OAK,0.274,0.298,0.203,0.084,SEA,0.383,0.503,0.217,0.119,0
20160911,TOR,0.314,0.33,0.228,0.105,BOS,0.358,0.476,0.213,0.093,0
20160911,ARI,0.309,0.368,0.212,0.097,SFN,0.292,0.357,0.188,0.084,0
20160911,ATL,0.374,0.447,0.184,0.108,NYN,0.332,0.437,0.187,0.103,0
20160911,MIA,0.27,0.344,0.238,0.05,LAN,0.336,0.468,0.242,0.095,1
20160911,PIT,0.376,0.439,0.173,0.107,CIN,0.358,0.38,0.203,0.099,0
20160911,SDN,0.285,0.36,0.254,0.064,COL,0.33,0.445,0.215,0.083,0
20160911,SLN,0.326,0.45,0.202,0.095,MIL,0.36,0.5,0.202,0.101,0
20160911,WAS,0.315,0.388,0.204,0.069,PHI,0.272,0.31,0.278,0.074,1
20160912,ANA,0.31,0.447,0.191,0.064,SEA,0.389,0.52,0.214,0.113,0
20160912,BOS,0.37,0.501,0.206,0.096,BAL,0.343,0.48,0.201,0.104,1
20160912,CHA,0.359,0.43,0.227,0.091,CLE,0.368,0.408,0.156,0.129,1
20160912,DET,0.338,0.398,0.214,0.084,MIN,0.331,0.501,0.238,0.081,1
20160912,HOU,0.332,0.46,0.234,0.102,TEX,0.367,0.515,0.199,0.092,0
20160912,KCA,0.333,0.416,0.206,0.091,OAK,0.287,0.311,0.191,0.091,0
20160912,NYA,0.304,0.39,0.214,0.103,LAN,0.329,0.462,0.234,0.091,0
20160912,TOR,0.323,0.345,0.244,0.115,TBA,0.313,0.461,0.259,0.053,1
20160912,ARI,0.308,0.392,0.238,0.084,COL,0.311,0.424,0.214,0.076,1
20160912,ATL,0.361,0.447,0.189,0.095,MIA,0.285,0.346,0.239,0.056,1
20160912,CIN,0.384,0.422,0.189,0.108,MIL,0.357,0.492,0.204,0.098,1
