date,h_team,h_obp,h_slg,h_k_rate,h_bb_rate,v_team,v_obp,v_slg,v_k_rate,v_bb_rate,home_win
20160704,ARI,0.375,0.489,0.214,0.09,SDN,0.323,0.422,0.244,0.11,0
20160704,CHN,0.342,0.468,0.257,0.106,CIN,0.303,0.32,0.206,0.092,1
20160704,LAN,0.34,0.407,0.174,0.096,BAL,0.362,0.523,0.196,0.066,1
20160704,NYN,0.332,0.444,0.21,0.068,MIA,0.353,0.416,0.189,0.087,1
20160704,PHI,0.378,0.503,0.176,0.072,ATL,0.309,0.41,0.182,0.062,1
20160704,SFN,0.363,0.428,0.171,0.09,COL,0.361,0.464,0.223,0.097,1
20160704,SLN,0.331,0.443,0.192,0.105,PIT,0.329,0.386,0.214,0.095,0
20160704,WAS,0.373,0.469,0.173,0.132,MIL,0.332,0.395,0.259,0.084,0
20160705,BOS,0.389,0.507,0.161,0.104,TEX,0.338,0.441,0.204,0.084,0
20160705,CHA,0.346,0.506,0.236,0.068,NYA,0.307,0.379,0.183,0.079,0
20160705,CLE,0.307,0.461,0.215,0.053,DET,0.336,0.444,0.207,0.092,1
20160705,HOU,0.348,0.464,0.198,0.108,SEA,0.351,0.481,0.195,0.091,1
20160705,MIN,0.311,0.443,0.227,0.091,OAK,0.337,0.44,0.168,0.094,1
20160705,TBA,0.33,0.46,0.229,0.067,ANA,0.368,0.501,0.123,0.072,0
20160705,TOR,0.372,0.456,0.196,0.125,KCA,0.32,0.422,0.189,0.056,1
20160705,ARI,0.362,0.476,0.221,0.084,SDN,0.332,0.461,0.241,0.109,1
20160705,CHN,0.35,0.477,0.244,0.112,CIN,0.3,0.338,0.197,0.08,0
20160705,LAN,0.342,0.41,0.177,0.11,BAL,0.362,0.507,0.196,0.068,0
20160705,NYN,0.34,0.464,0.199,0.065,MIA,0.364,0.417,0.19,0.081,0
20160705,PHI,0.361,0.496,0.182,0.058,ATL,0.301,0.39,0.195,0.07,1
20160705,SFN,0.358,0.438,0.179,0.092,COL,0.348,0.448,0.228,0.096,0
20160705,SLN,0.336,0.453,0.197,0.1,PIT,0.339,0.408,0.212,0.094,0
20160705,WAS,0.36,0.449,0.154,0.139,MIL,0.32,0.365,0.262,0.09,0
20160706,BOS,0.392,0.496,0.158,0.101,TEX,0.331,0.448,0.208,0.074,1
20160706,CHA,0.333,0.484,0.243,0.069,NYA,0.325,0.433,0.179,0.079,1
20160706,CLE,0.326,0.462,0.219,0.064,DET,0.327,0.434,0.218,0.093,0
20160706,HOU,0.332,0.459,0.207,0.1,SEA,0.345,0.478,0.208,0.083,1
20160706,MIN,0.325,0.484,0.214,0.095,OAK,0.321,0.436,0.169,0.087,1
20160706,TBA,0.322,0.452,0.24,0.054,ANA,0.379,0.53,0.118,0.073,0
20160706,TOR,0.372,0.48,0.214,0.12,KCA,0.301,0.407,0.209,0.055,1
20160706,ARI,0.344,0.462,0.228,0.068,SDN,0.338,0.47,0.244,0.103,0
20160706,CHN,0.34,0.481,0.244,0.105,CIN,0.321,0.372,0.182,0.092,0
20160706,LAN,0.343,0.398,0.18,0.116,BAL,0.355,0.51,0.199,0.063,0
20160706,NYN,0.338,0.471,0.194,0.072,MIA,0.371,0.439,0.189,0.071,1
20160706,PHI,0.352,0.508,0.193,0.051,ATL,0.294,0.399,0.196,0.064,1
20160706,SFN,0.362,0.438,0.187,0.098,COL,0.339,0.439,0.241,0.085,1
20160706,SLN,0.335,0.437,0.198,0.102,PIT,0.327,0.386,0.207,0.087,0
20160706,WAS,0.361,0.442,0.163,0.133,MIL,0.332,0.384,0.237,0.093,1
20160707,CLE,0.32,0.427,0.207,0.067,NYA,0.338,0.435,0.171,0.08,0
20160707,HOU,0.324,0.444,0.216,0.099,OAK,0.3,0.408,0.172,0.079,0
20160707,KCA,0.284,0.371,0.212,0.058,SEA,0.347,0.519,0.224,0.087,1
20160707,TBA,0.313,0.428,0.25,0.052,ANA,0.38,0.518,0.117,0.081,0
20160707,TEX,0.317,0.441,0.226,0.061,MIN,0.349,0.507,0.191,0.106,0
20160707,TOR,0.375,0.484,0.233,0.118,DET,0.343,0.466,0.218,0.093,1
20160707,CHN,0.345,0.497,0.229,0.103,ATL,0.285,0.368,0.203,0.064,0
20160707,COL,0.312,0.373,0.254,0.078,PHI,0.367,0.522,0.181,0.061,1
20160707,LAN,0.362,0.416,0.194,0.122,SDN,0.333,0.461,0.245,0.101,0
20160707,NYN,0.341,0.49,0.184,0.078,WAS,0.371,0.475,0.163,0.126,1
20160707,SLN,0.325,0.363,0.189,0.1,PIT,0.334,0.386,0.215,0.087,1
20160708,BAL,0.35,0.468,0.225,0.076,ANA,0.373,0.5,0.132,0.084,0
20160708,BOS,0.397,0.508,0.146,0.1,TBA,0.287,0.37,0.261,0.056,1
20160708,CHA,0.333,0.422,0.236,0.081,ATL,0.275,0.361,0.215,0.063,0
20160708,CLE,0.306,0.41,0.219,0.068,NYA,0.329,0.426,0.183,0.081,1
20160708,HOU,0.324,0.438,0.215,0.101,OAK,0.282,0.372,0.172,0.08,1
20160708,KCA,0.282,0.369,0.198,0.059,SEA,0.339,0.509,0.235,0.083,0
20160708,TEX,0.308,0.419,0.233,0.062,MIN,0.368,0.497,0.186,0.109,1
20160708,TOR,0.392,0.476,0.228,0.126,DET,0.351,0.469,0.232,0.095,1
20160708,COL,0.302,0.375,0.265,0.059,PHI,0.358,0.514,0.195,0.059,0
20160708,LAN,0.348,0.399,0.21,0.116,SDN,0.337,0.484,0.235,0.093,1
20160708,MIA,0.365,0.434,0.195,0.069,CIN,0.316,0.373,0.191,0.09,1
20160708,MIL,0.322,0.364,0.243,0.094,SLN,0.332,0.376,0.182,0.105,1
20160708,NYN,0.361,0.537,0.181,0.099,WAS,0.354,0.496,0.165,0.12,0
20160708,PIT,0.321,0.377,0.225,0.082,CHN,0.333,0.435,0.235,0.103,1
20160708,SFN,0.349,0.431,0.188,0.106,ARI,0.336,0.484,0.226,0.053,1
20160709,BAL,0.335,0.438,0.22,0.078,ANA,0.378,0.486,0.122,0.085,1
20160709,BOS,0.402,0.518,0.151,0.098,TBA,0.294,0.387,0.256,0.053,1
20160709,CHA,0.337,0.437,0.229,0.074,ATL,0.302,0.407,0.21,0.071,1
20160709,CLE,0.301,0.457,0.219,0.064,NYA,0.326,0.437,0.189,0.079,0
20160709,HOU,0.323,0.452,0.221,0.096,OAK,0.277,0.383,0.178,0.066,0
20160709,KCA,0.276,0.368,0.21,0.063,SEA,0.324,0.487,0.239,0.081,1
20160709,TEX,0.311,0.427,0.253,0.068,MIN,0.374,0.496,0.175,0.116,0
20160709,TOR,0.381,0.469,0.24,0.12,DET,0.342,0.43,0.227,0.09,0
20160709,COL,0.303,0.37,0.258,0.062,PHI,0.346,0.503,0.198,0.063,1
20160709,LAN,0.358,0.455,0.208,0.122,SDN,0.354,0.516,0.23,0.097,1
20160709,MIA,0.359,0.44,0.197,0.068,CIN,0.306,0.348,0.207,0.077,1
20160709,MIL,0.317,0.359,0.239,0.099,SLN,0.329,0.366,0.182,0.107,0
20160709,NYN,0.359,0.544,0.197,0.1,WAS,0.342,0.478,0.175,0.113,0
20160709,PIT,0.33,0.401,0.215,0.078,CHN,0.343,0.457,0.235,0.104,1
20160709,SFN,0.358,0.458,0.181,0.114,ARI,0.322,0.469,0.232,0.054,1
20160710,BAL,0.326,0.408,0.231,0.078,ANA,0.387,0.486,0.122,0.094,1
20160710,BOS,0.4,0.511,0.151,0.101,TBA,0.287,0.375,0.242,0.05,1
20160710,CHA,0.351,0.464,0.208,0.075,ATL,0.309,0.428,0.205,0.078,0
20160710,CLE,0.309,0.451,0.232,0.072,NYA,0.325,0.423,0.207,0.075,0
20160710,HOU,0.301,0.417,0.206,0.085,OAK,0.288,0.372,0.194,0.073,1
20160710,KCA,0.273,0.389,0.214,0.052,SEA,0.334,0.503,0.229,0.088,0
20160710,TEX,0.318,0.428,0.242,0.065,MIN,0.375,0.506,0.17,0.121,0
20160710,TOR,0.365,0.459,0.245,0.113,DET,0.326,0.392,0.236,0.092,1
20160710,COL,0.3,0.373,0.258,0.063,PHI,0.339,0.501,0.192,0.052,0
20160710,LAN,0.372,0.474,0.201,0.121,SDN,0.338,0.493,0.248,0.091,1
20160710,MIA,0.349,0.424,0.224,0.07,CIN,0.318,0.373,0.212,0.083,1
20160710,MIL,0.315,0.352,0.253,0.094,SLN,0.343,0.41,0.188,0.117,0
20160710,NYN,0.361,0.534,0.191,0.105,WAS,0.342,0.474,0.18,0.113,0
20160710,PIT,0.347,0.433,0.226,0.092,CHN,0.342,0.457,0.233,0.099,0
20160710,SFN,0.339,0.432,0.192,0.114,ARI,0.321,0.472,0.21,0.053,1
20160715,ANA,0.381,0.464,0.124,0.1,CHA,0.336,0.414,0.217,0.073,1
20160715,DET,0.311,0.383,0.236,0.088,KCA,0.285,0.407,0.216,0.057,1
20160715,MIN,0.391,0.537,0.148,0.12,CLE,0.315,0.435,0.235,0.08,0
20160715,NYA,0.33,0.441,0.199,0.066,BOS,0.388,0.506,0.15,0.089,0
20160715,OAK,0.277,0.33,0.19,0.076,TOR,0.387,0.479,0.221,0.115,1
20160715,SEA,0.335,0.509,0.237,0.079,HOU,0.282,0.383,0.223,0.073,0
20160715,TBA,0.269,0.34,0.269,0.049,BAL,0.328,0.418,0.228,0.074,0
20160715,ARI,0.297,0.433,0.223,0.047,LAN,0.363,0.446,0.206,0.113,0
20160715,ATL,0.292,0.412,0.201,0.076,COL,0.298,0.389,0.255,0.06,0
20160715,CHN,0.344,0.462,0.218,0.087,TEX,0.334,0.445,0.216,0.072,1
20160715,CIN,0.309,0.36,0.21,0.073,MIL,0.292,0.325,0.26,0.085,1
20160715,PHI,0.34,0.501,0.205,0.059,NYN,0.36,0.537,0.191,0.107,0
20160715,SDN,0.321,0.472,0.275,0.083,SFN,0.345,0.445,0.196,0.114,1
20160715,SLN,0.353,0.434,0.182,0.105,MIA,0.354,0.434,0.223,0.08,0
20160715,WAS,0.323,0.438,0.179,0.106,PIT,0.341,0.434,0.234,0.091,1
20160716,ANA,0.371,0.449,0.129,0.095,CHA,0.314,0.383,0.22,0.071,1
20160716,DET,0.3,0.374,0.232,0.087,KCA,0.28,0.388,0.231,0.061,0
20160716,MIN,0.385,0.538,0.148,0.116,CLE,0.325,0.459,0.241,0.085,1
20160716,NYA,0.321,0.422,0.194,0.064,BOS,0.396,0.535,0.15,0.093,0
20160716,OAK,0.297,0.367,0.189,0.075,TOR,0.405,0.501,0.21,0.122,1
20160716,SEA,0.332,0.48,0.236,0.081,HOU,0.288,0.406,0.224,0.069,1
20160716,TBA,0.294,0.352,0.244,0.067,BAL,0.326,0.429,0.216,0.074,0
20160716,ARI,0.288,0.433,0.231,0.043,LAN,0.375,0.474,0.215,0.109,1
20160716,ATL,0.294,0.405,0.198,0.079,COL,0.313,0.417,0.243,0.067,0
20160716,CHN,0.352,0.46,0.196,0.094,TEX,0.331,0.434,0.21,0.068,1
20160716,CIN,0.305,0.355,0.202,0.069,MIL,0.301,0.342,0.268,0.086,0
20160716,PHI,0.32,0.471,0.201,0.056,NYN,0.347,0.503,0.197,0.102,1
20160716,SDN,0.314,0.471,0.294,0.075,SFN,0.311,0.398,0.211,0.089,1
20160716,SLN,0.344,0.464,0.187,0.097,MIA,0.358,0.442,0.221,0.07,1
20160716,WAS,0.331,0.451,0.172,0.114,PIT,0.332,0.413,0.242,0.093,1
20160717,ANA,0.34,0.371,0.131,0.099,CHA,0.309,0.38,0.234,0.063,1
20160717,DET,0.299,0.378,0.238,0.077,KCA,0.295,0.372,0.206,0.073,1
20160717,MIN,0.375,0.499,0.162,0.119,CLE,0.323,0.431,0.219,0.092,0
20160717,NYA,0.321,0.434,0.184,0.066,BOS,0.38,0.506,0.142,0.095,1
20160717,OAK,0.301,0.385,0.185,0.083,TOR,0.392,0.485,0.195,0.122,0
20160717,SEA,0.309,0.419,0.263,0.077,HOU,0.282,0.39,0.229,0.07,0
20160717,TBA,0.294,0.353,0.235,0.072,BAL,0.334,0.434,0.193,0.079,1
20160717,ARI,0.292,0.413,0.238,0.057,LAN,0.373,0.46,0.207,0.119,1
20160717,ATL,0.294,0.388,0.198,0.084,COL,0.321,0.409,0.22,0.071,1
20160717,CHN,0.353,0.446,0.199,0.1,TEX,0.324,0.391,0.225,0.075,0
20160717,CIN,0.314,0.36,0.203,0.074,MIL,0.319,0.371,0.275,0.087,1
20160717,PHI,0.33,0.491,0.193,0.061,NYN,0.344,0.497,0.193,0.102,0
20160717,SDN,0.326,0.476,0.276,0.089,SFN,0.314,0.423,0.205,0.085,1
20160717,SLN,0.344,0.471,0.184,0.097,MIA,0.335,0.407,0.223,0.07,0
20160717,WAS,0.346,0.479,0.179,0.11,PIT,0.32,0.404,0.238,0.082,0
20160718,ANA,0.341,0.391,0.139,0.099,TEX,0.317,0.382,0.231,0.073,1
20160718,DET,0.293,0.393,0.223,0.064,MIN,0.361,0.489,0.159,0.113,1
20160718,KCA,0.288,0.362,0.193,0.068,CLE,0.344,0.476,0.19,0.098,1
20160718,NYA,0.32,0.42,0.177,0.06,BAL,0.325,0.428,0.219,0.077,1
20160718,OAK,0.296,0.38,0.193,0.08,HOU,0.303,0.423,0.23,0.07,1
20160718,SEA,0.317,0.396,0.274,0.088,CHA,0.289,0.347,0.22,0.054,1
20160718,CHN,0.339,0.422,0.205,0.101,NYN,0.31,0.444,0.192,0.1,1
20160718,CIN,0.289,0.334,0.22,0.072,ATL,0.304,0.389,0.205,0.094,1
20160718,COL,0.329,0.407,0.192,0.082,TBA,0.296,0.387,0.229,0.073,1
20160718,PHI,0.309,0.445,0.204,0.063,MIA,0.35,0.422,0.212,0.076,0
20160718,SLN,0.321,0.443,0.217,0.086,SDN,0.335,0.496,0.264,0.093,1
20160719,ANA,0.348,0.402,0.14,0.1,TEX,0.309,0.381,0.238,0.079,1
20160719,BOS,0.372,0.494,0.158,0.094,SFN,0.31,0.399,0.202,0.098,1
20160719,DET,0.283,0.372,0.211,0.066,MIN,0.358,0.485,0.173,0.107,0
20160719,KCA,0.317,0.385,0.202,0.081,CLE,0.339,0.466,0.182,0.095,0
20160719,NYA,0.323,0.424,0.17,0.061,BAL,0.323,0.411,0.222,0.088,1
20160719,OAK,0.313,0.41,0.192,0.088,HOU,0.295,0.426,0.242,0.059,1
20160719,SEA,0.325,0.395,0.258,0.095,CHA,0.287,0.368,0.206,0.046,0
20160719,ARI,0.297,0.408,0.238,0.062,TOR,0.365,0.439,0.212,0.105,0
20160719,CHN,0.327,0.412,0.214,0.089,NYN,0.29,0.411,0.201,0.094,0
20160719,CIN,0.308,0.384,0.215,0.069,ATL,0.31,0.403,0.202,0.092,0
20160719,COL,0.348,0.431,0.181,0.086,TBA,0.298,0.381,0.234,0.077,0
20160719,PHI,0.291,0.395,0.241,0.068,MIA,0.336,0.395,0.22,0.079,0
20160719,PIT,0.3,0.386,0.243,0.074,MIL,0.308,0.364,0.267,0.085,1
20160719,WAS,0.308,0.384,0.194,0.102,LAN,0.375,0.459,0.217,0.114,0
20160720,ANA,0.343,0.401,0.136,0.106,TEX,0.312,0.388,0.234,0.078,1
20160720,BOS,0.342,0.475,0.163,0.087,SFN,0.302,0.393,0.184,0.092,1
20160720,DET,0.279,0.374,0.205,0.057,MIN,0.35,0.457,0.186,0.103,0
20160720,KCA,0.314,0.367,0.204,0.075,CLE,0.327,0.451,0.179,0.083,0
20160720,NYA,0.314,0.391,0.173,0.076,BAL,0.316,0.401,0.219,0.089,1
20160720,OAK,0.325,0.408,0.208,0.095,HOU,0.296,0.419,0.239,0.058,0
20160720,SEA,0.33,0.391,0.26,0.1,CHA,0.286,0.366,0.211,0.052,1
20160720,ARI,0.296,0.39,0.234,0.059,TOR,0.358,0.443,0.22,0.098,0
20160720,CHN,0.329,0.389,0.22,0.087,NYN,0.294,0.407,0.214,0.088,1
20160720,CIN,0.32,0.383,0.215,0.075,ATL,0.316,0.403,0.2,0.096,1
20160720,COL,0.33,0.417,0.192,0.084,TBA,0.299,0.393,0.219,0.085,0
20160720,PHI,0.284,0.353,0.243,0.072,MIA,0.321,0.379,0.217,0.087,1
20160720,PIT,0.293,0.369,0.242,0.08,MIL,0.285,0.34,0.268,0.082,0
20160720,SLN,0.332,0.481,0.21,0.091,SDN,0.322,0.48,0.279,0.084,1
20160720,SLN,0.341,0.524,0.199,0.092,SDN,0.303,0.455,0.284,0.08,1
20160720,WAS,0.314,0.416,0.197,0.094,LAN,0.375,0.458,0.223,0.108,1
20160721,BOS,0.331,0.466,0.163,0.083,MIN,0.333,0.451,0.2,0.094,1
20160721,CHA,0.294,0.384,0.208,0.056,DET,0.272,0.356,0.193,0.055,0
20160721,NYA,0.318,0.42,0.174,0.084,BAL,0.302,0.38,0.223,0.085,0
20160721,OAK,0.332,0.41,0.205,0.099,TBA,0.319,0.412,0.21,0.09,0
20160721,COL,0.337,0.424,0.206,0.087,ATL,0.318,0.426,0.202,0.092,1
20160721,PHI,0.28,0.35,0.249,0.059,MIA,0.309,0.361,0.22,0.086,0
20160721,PIT,0.298,0.379,0.247,0.085,MIL,0.313,0.363,0.264,0.096,1
20160721,SLN,0.338,0.53,0.207,0.098,SDN,0.288,0.428,0.277,0.079,1
20160721,WAS,0.308,0.453,0.219,0.092,LAN,0.371,0.456,0.224,0.109,0
20160722,BAL,0.29,0.364,0.196,0.072,CLE,0.339,0.486,0.194,0.091,1
20160722,BOS,0.335,0.506,0.172,0.075,MIN,0.299,0.409,0.216,0.083,0
20160722,CHA,0.299,0.392,0.2,0.045,DET,0.271,0.352,0.182,0.056,0
20160722,HOU,0.298,0.389,0.236,0.065,ANA,0.349,0.41,0.137,0.101,1
20160722,KCA,0.32,0.372,0.201,0.077,TEX,0.31,0.404,0.208,0.075,1
20160722,NYA,0.304,0.403,0.176,0.081,SFN,0.324,0.407,0.19,0.096,1
20160722,OAK,0.328,0.418,0.223,0.088,TBA,0.322,0.435,0.199,0.08,1
20160722,TOR,0.355,0.434,0.201,0.099,SEA,0.324,0.384,0.252,0.095,0
20160722,CIN,0.321,0.377,0.215,0.065,ARI,0.298,0.392,0.231,0.059,1
20160722,COL,0.338,0.4,0.207,0.101,ATL,0.327,0.43,0.184,0.094,1
20160722,MIA,0.323,0.383,0.217,0.079,NYN,0.299,0.403,0.215,0.087,0
20160722,MIL,0.29,0.333,0.291,0.084,CHN,0.337,0.407,0.211,0.086,0
20160722,PIT,0.3,0.377,0.233,0.081,PHI,0.264,0.336,0.241,0.06,0
20160722,SLN,0.347,0.528,0.213,0.101,LAN,0.356,0.457,0.23,0.094,1
20160722,WAS,0.306,0.42,0.226,0.093,SDN,0.285,0.425,0.293,0.075,0
20160723,BAL,0.295,0.365,0.197,0.073,CLE,0.343,0.472,0.191,0.091,1
20160723,BOS,0.319,0.481,0.179,0.071,MIN,0.298,0.409,0.225,0.073,0
20160723,HOU,0.31,0.401,0.22,0.065,ANA,0.345,0.399,0.142,0.103,1
20160723,KCA,0.317,0.377,0.225,0.08,TEX,0.306,0.409,0.192,0.07,0
20160723,NYA,0.315,0.392,0.166,0.091,SFN,0.326,0.417,0.19,0.091,0
20160723,OAK,0.313,0.371,0.214,0.087,TBA,0.306,0.396,0.201,0.078,1
20160723,TOR,0.348,0.419,0.196,0.102,SEA,0.324,0.374,0.235,0.092,0
20160723,CIN,0.341,0.387,0.204,0.086,ARI,0.297,0.37,0.24,0.072,1
20160723,COL,0.332,0.412,0.211,0.1,ATL,0.313,0.397,0.189,0.09,1
20160723,MIA,0.319,0.379,0.223,0.078,NYN,0.277,0.358,0.213,0.072,1
20160723,MIL,0.288,0.337,0.288,0.092,CHN,0.339,0.425,0.206,0.09,1
20160723,PIT,0.296,0.368,0.226,0.079,PHI,0.276,0.349,0.234,0.056,1
20160723,SLN,0.334,0.511,0.216,0.097,LAN,0.355,0.472,0.221,0.085,0
20160723,WAS,0.296,0.382,0.223,0.094,SDN,0.274,0.407,0.301,0.073,1
20160724,BAL,0.29,0.369,0.197,0.068,CLE,0.34,0.428,0.19,0.091,1
20160724,BOS,0.334,0.494,0.178,0.082,MIN,0.308,0.422,0.23,0.065,1
20160724,CHA,0.284,0.359,0.215,0.05,DET,0.302,0.372,0.169,0.082,1
20160724,HOU,0.312,0.414,0.203,0.07,ANA,0.33,0.403,0.174,0.097,1
20160724,KCA,0.324,0.374,0.218,0.084,TEX,0.306,0.408,0.182,0.078,0
20160724,NYA,0.302,0.356,0.168,0.089,SFN,0.317,0.399,0.2,0.088,1
20160724,OAK,0.304,0.37,0.203,0.08,TBA,0.312,0.392,0.192,0.081,1
20160724,TOR,0.334,0.429,0.191,0.098,SEA,0.355,0.426,0.221,0.094,1
20160724,CIN,0.347,0.411,0.211,0.088,ARI,0.277,0.317,0.26,0.071,0
20160724,COL,0.331,0.399,0.208,0.111,ATL,0.312,0.38,0.184,0.083,1
20160724,MIA,0.336,0.401,0.203,0.081,NYN,0.288,0.361,0.206,0.068,0
20160724,MIL,0.296,0.344,0.282,0.093,CHN,0.328,0.401,0.206,0.08,0
20160724,PIT,0.288,0.355,0.227,0.073,PHI,0.282,0.336,0.238,0.063,1
20160724,SLN,0.315,0.476,0.219,0.082,LAN,0.34,0.429,0.226,0.07,0
20160724,WAS,0.303,0.393,0.205,0.091,SDN,0.278,0.422,0.296,0.07,0
20160725,BAL,0.272,0.352,0.21,0.062,COL,0.341,0.417,0.21,0.119,1
20160725,BOS,0.331,0.512,0.181,0.072,DET,0.304,0.407,0.172,0.078,0
20160725,CHA,0.306,0.384,0.197,0.058,CHN,0.331,0.375,0.192,0.089,1
20160725,HOU,0.337,0.483,0.208,0.076,NYA,0.293,0.352,0.167,0.088,0
20160725,KCA,0.312,0.358,0.22,0.084,ANA,0.323,0.423,0.168,0.083,0
20160725,TEX,0.308,0.406,0.189,0.081,OAK,0.318,0.406,0.192,0.08,1
20160725,TOR,0.313,0.407,0.198,0.095,SDN,0.306,0.454,0.264,0.078,1
20160725,MIA,0.319,0.37,0.197,0.074,PHI,0.268,0.334,0.245,0.057,0
20160725,MIL,0.305,0.368,0.278,0.099,ARI,0.287,0.36,0.243,0.07,1
20160725,SFN,0.312,0.385,0.208,0.078,CIN,0.36,0.408,0.198,0.097,0
20160726,BAL,0.275,0.329,0.202,0.067,COL,0.329,0.397,0.218,0.11,0
20160726,BOS,0.335,0.497,0.175,0.076,DET,0.3,0.401,0.181,0.075,0
20160726,CHA,0.316,0.406,0.201,0.061,CHN,0.328,0.365,0.203,0.095,1
20160726,CLE,0.332,0.423,0.186,0.089,WAS,0.3,0.398,0.206,0.081,1
20160726,HOU,0.335,0.486,0.216,0.077,NYA,0.296,0.369,0.164,0.085,0
20160726,KCA,0.304,0.328,0.23,0.087,ANA,0.331,0.428,0.163,0.079,0
20160726,MIN,0.288,0.376,0.253,0.063,ATL,0.322,0.358,0.195,0.098,0
20160726,TEX,0.304,0.422,0.196,0.073,OAK,0.314,0.397,0.183,0.077,0
20160726,TOR,0.326,0.422,0.185,0.101,SDN,0.302,0.438,0.255,0.078,1
20160726,LAN,0.353,0.447,0.222,0.079,TBA,0.31,0.401,0.182,0.081,1
20160726,MIA,0.288,0.34,0.195,0.067,PHI,0.287,0.34,0.251,0.071,1
20160726,MIL,0.327,0.411,0.263,0.108,ARI,0.292,0.363,0.253,0.073,1
20160726,NYN,0.289,0.366,0.194,0.067,SLN,0.304,0.461,0.215,0.08,0
20160726,NYN,0.296,0.362,0.186,0.069,SLN,0.304,0.435,0.222,0.084,1
20160726,PIT,0.282,0.347,0.222,0.066,SEA,0.349,0.399,0.239,0.1,0
20160726,SFN,0.306,0.381,0.218,0.073,CIN,0.363,0.436,0.205,0.101,1
20160727,BAL,0.273,0.325,0.214,0.07,COL,0.325,0.405,0.222,0.102,0
20160727,BOS,0.339,0.497,0.159,0.073,DET,0.323,0.413,0.16,0.087,0
20160727,CLE,0.336,0.426,0.177,0.09,WAS,0.304,0.423,0.207,0.076,0
20160727,HOU,0.329,0.477,0.229,0.085,NYA,0.318,0.378,0.178,0.088,1
20160727,KCA,0.297,0.319,0.213,0.086,ANA,0.357,0.462,0.147,0.08,1
20160727,MIN,0.292,0.368,0.255,0.068,ATL,0.309,0.358,0.197,0.088,0
20160727,TEX,0.306,0.445,0.214,0.075,OAK,0.313,0.403,0.173,0.073,0
20160727,TOR,0.314,0.414,0.185,0.104,SDN,0.283,0.428,0.263,0.056,0
20160727,CHN,0.319,0.351,0.213,0.093,CHA,0.33,0.411,0.185,0.076,1
20160727,LAN,0.341,0.435,0.221,0.078,TBA,0.302,0.392,0.191,0.076,0
20160727,MIA,0.307,0.359,0.204,0.073,PHI,0.27,0.309,0.265,0.07,1
20160727,MIL,0.342,0.415,0.261,0.119,ARI,0.309,0.385,0.23,0.078,0
20160727,NYN,0.297,0.347,0.185,0.07,SLN,0.287,0.42,0.241,0.077,0
20160727,PIT,0.296,0.367,0.205,0.066,SEA,0.345,0.407,0.236,0.103,1
20160727,SFN,0.319,0.389,0.209,0.084,CIN,0.362,0.465,0.202,0.097,0
20160728,ANA,0.376,0.476,0.159,0.087,BOS,0.33,0.517,0.166,0.064,1
20160728,MIN,0.289,0.382,0.253,0.051,BAL,0.274,0.319,0.193,0.074,1
20160728,TEX,0.321,0.472,0.215,0.068,KCA,0.284,0.33,0.212,0.071,1
20160728,ATL,0.326,0.4,0.196,0.086,PHI,0.292,0.33,0.256,0.073,0
20160728,CHN,0.325,0.383,0.19,0.092,CHA,0.327,0.413,0.201,0.079,1
20160728,MIA,0.32,0.392,0.197,0.079,SLN,0.299,0.426,0.223,0.084,0
20160728,MIL,0.327,0.389,0.257,0.117,ARI,0.309,0.381,0.238,0.083,1
20160728,NYN,0.305,0.36,0.184,0.067,COL,0.319,0.417,0.238,0.097,0
20160728,SFN,0.316,0.39,0.195,0.086,WAS,0.298,0.426,0.211,0.073,0
20160729,ANA,0.369,0.444,0.165,0.08,BOS,0.341,0.519,0.152,0.064,0
20160729,CLE,0.332,0.417,0.18,0.09,OAK,0.311,0.427,0.173,0.071,1
20160729,DET,0.328,0.409,0.159,0.097,HOU,0.344,0.496,0.215,0.09,1
20160729,MIN,0.312,0.416,0.263,0.064,CHA,0.316,0.382,0.212,0.083,1
20160729,TBA,0.311,0.407,0.206,0.077,NYA,0.302,0.362,0.216,0.089,1
20160729,TEX,0.319,0.488,0.211,0.067,KCA,0.286,0.34,0.229,0.074,1
20160729,TOR,0.303,0.418,0.194,0.093,BAL,0.277,0.338,0.195,0.062,1
20160729,ATL,0.337,0.421,0.19,0.087,PHI,0.306,0.36,0.227,0.073,1
20160729,CHN,0.345,0.4,0.174,0.104,SEA,0.332,0.395,0.229,0.097,1
20160729,LAN,0.318,0.391,0.22,0.081,ARI,0.303,0.384,0.225,0.069,1
20160729,MIA,0.321,0.407,0.183,0.07,SLN,0.287,0.407,0.241,0.084,0
20160729,MIL,0.341,0.417,0.28,0.124,PIT,0.32,0.416,0.2,0.067,1
20160729,NYN,0.309,0.349,0.192,0.067,COL,0.306,0.385,0.249,0.096,0
20160729,SDN,0.284,0.417,0.264,0.066,CIN,0.349,0.466,0.216,0.091,0
20160729,SFN,0.31,0.345,0.196,0.101,WAS,0.305,0.412,0.206,0.083,0
20160730,ANA,0.351,0.415,0.157,0.073,BOS,0.357,0.527,0.153,0.078,1
20160730,CLE,0.338,0.428,0.179,0.092,OAK,0.293,0.411,0.171,0.063,1
20160730,DET,0.348,0.462,0.162,0.088,HOU,0.331,0.48,0.211,0.089,1
20160730,MIN,0.323,0.425,0.255,0.071,CHA,0.291,0.344,0.204,0.07,0
20160730,TBA,0.317,0.403,0.211,0.081,NYA,0.302,0.348,0.21,0.084,1
